Nome do Jogo,Gênero,Plataforma,Classificação de Usuários,Vendas Globais,Lançamento no Brasil,Idade Recomendada,Preço
Jogo_291,Esportes,PC,2.3769278223151176,7.393449012745489,Sim,3.0,107.38353592894836
Jogo_292,RPG,PlayStation,5.008136939020556,3.5095983121003735,Não,14.0,132.46653326324724
Jogo_293,Aventura,Mobile,9.232119680030724,5.924808639930407,Sim,14.0,96.0916199143962
Jogo_294,Aventura,Mobile,8.977017330978253,3.9440178354286184,Sim,14.0,86.50557517752691
Jogo_295,Puzzle,PlayStation,7.666916192950774,5.36627454207238,Sim,,62.23541931574152
Jogo_296,RPG,Mobile,8.545465998110014,0.19214994571077007,Não,18.0,114.39047446930141
Jogo_297,Puzzle,PC,5.4452923134917075,9.46240066573723,Sim,,60.56215164140485
Jogo_298,RPG,Switch,8.06829334278195,8.928504008813055,Não,,142.36254937960197
Jogo_299,Ação,PC,9.150199656209365,5.364035481479415,Sim,13.0,46.0665133837057
Jogo_300,Ação,Switch,,0.7065054066549032,Sim,4.0,186.4223984864656
Jogo_301,Aventura,PlayStation,6.672432078565402,9.365548784990244,Não,,153.83157864942157
Jogo_302,Puzzle,PlayStation,5.862904001303941,4.507340617004497,Sim,10.0,72.82903162320224
Jogo_303,Aventura,Switch,,6.271820766645731,Não,8.0,31.40730923708911
Jogo_304,Puzzle,Xbox,5.726671816691233,6.523360736850276,Sim,,79.96081309309577
Jogo_305,Ação,Switch,7.459517577676899,2.6127013326808473,Sim,6.0,156.0637865768224
Jogo_306,Esportes,PC,,7.625585896711843,Não,17.0,95.81570665076944
Jogo_307,Ação,Xbox,6.214626341588264,0.756106016171764,Não,,77.9036827200833
Jogo_308,Puzzle,Mobile,1.0746438250455048,7.2478380496623895,Sim,12.0,87.04370859289415
Jogo_309,RPG,PC,9.264821985388897,3.829287804884943,Sim,13.0,60.467270253785756
Jogo_310,Esportes,PC,6.979424911334911,6.186425635652913,Sim,13.0,121.60078155900445
Jogo_311,RPG,Xbox,9.774005999225661,2.6923604271432215,Não,8.0,74.89621804019889
Jogo_312,RPG,PC,4.0743519799042,5.214771551136299,Sim,17.0,152.39797838075634
Jogo_313,Esportes,Mobile,1.3315342788816116,1.316294559674437,Sim,9.0,133.68250238270082
Jogo_314,Ação,PlayStation,3.5506568879285707,4.704735126306954,Não,8.0,132.86965867161615
Jogo_315,Ação,Mobile,6.994067870340322,3.058468910727628,Sim,12.0,194.29952772161954
Jogo_316,Ação,PlayStation,1.2564661494066953,5.110197529640886,Sim,5.0,43.60484992673609
Jogo_317,Ação,PlayStation,7.670924029738169,2.9453375824996786,Sim,10.0,168.59633171835247
Jogo_318,Puzzle,Switch,7.625825861054331,7.41836424293047,Sim,11.0,115.80325167567239
Jogo_319,Ação,Mobile,7.8017685682154765,1.1883139900326518,Não,10.0,100.4922055199693
Jogo_320,Esportes,PlayStation,5.997157892735955,6.151245935400463,Não,11.0,40.81495204077229
Jogo_321,Puzzle,PC,1.9559837772499806,3.7621634197484917,Não,13.0,153.2509437473354
Jogo_322,Ação,Mobile,9.815875734452757,9.240914146274013,Não,13.0,74.03618012111238
Jogo_323,Puzzle,Switch,3.645886589080288,8.415849779745427,Sim,16.0,80.5483289922092
Jogo_324,Esportes,Xbox,4.8569895968155095,6.171949125179353,Sim,6.0,171.66337981826996
Jogo_325,Ação,Xbox,3.117358901346527,8.713106283718801,Não,11.0,40.97728845113586
Jogo_326,Esportes,Xbox,6.540514299098231,0.8228533821401889,Não,12.0,130.61835512039852
Jogo_327,Ação,Switch,,6.876845684498497,Sim,16.0,141.69733263729063
Jogo_328,RPG,Xbox,4.1104400056512205,6.2167089436400325,Sim,,172.50274807994896
Jogo_329,Ação,Switch,4.420263418377946,8.718080968903557,Não,9.0,130.64022824279317
Jogo_330,RPG,Mobile,9.027910107879533,6.712136749642709,Sim,13.0,104.5633234937554
Jogo_331,Ação,Switch,3.82448974495571,2.219744704795377,Sim,10.0,100.06169578407221
Jogo_332,RPG,Xbox,4.328672823044574,9.938801791390889,Não,13.0,72.71442801203199
Jogo_333,RPG,PlayStation,8.163937491183717,5.618874080746192,Não,8.0,194.11267908336762
Jogo_334,RPG,PlayStation,9.479228501587194,2.737339531824414,Não,18.0,79.08881408799078
Jogo_335,Puzzle,Mobile,4.343767911866323,8.517531395753773,Não,5.0,45.73900268725689
Jogo_336,Puzzle,PlayStation,,1.0072623990232343,Não,18.0,111.25284615168354
Jogo_337,Esportes,PC,1.2692460449505782,9.39505449378535,Sim,8.0,40.677371744672186
Jogo_338,Esportes,Mobile,1.0872766550223703,8.548288891973327,Não,11.0,78.93045983867495
Jogo_339,Puzzle,Mobile,7.988577264484021,9.708075552102649,Sim,8.0,78.56530924580966
Jogo_340,Esportes,Mobile,1.04783768427229,1.9075852751882325,Não,10.0,30.64679712701307
Jogo_341,Esportes,PC,2.1883892989329623,8.514001397157125,Sim,7.0,62.74993659873592
Jogo_342,RPG,Xbox,5.931816501455559,1.4651768271792618,Sim,8.0,84.37015776312481
Jogo_343,RPG,PC,7.951598429238036,7.451519029956933,Não,,99.13015054853545
Jogo_344,Ação,PlayStation,2.0354508302465506,8.570679060260936,Sim,17.0,90.28621403001549
Jogo_345,Puzzle,PlayStation,,5.361371137908474,Não,7.0,106.46290855022744
Jogo_346,RPG,Xbox,1.4260561647801997,9.213823643705542,Não,13.0,189.15612958787972
Jogo_347,Puzzle,PC,4.134983141849961,7.756734257063542,Não,13.0,55.10040025105137
Jogo_348,Ação,Mobile,9.102793159693215,4.244990828695916,Sim,7.0,68.87034172257853
Jogo_349,Esportes,PC,6.934655884573128,1.3919502514357716,Não,8.0,119.11839826047134
Jogo_350,Esportes,Xbox,1.5350601954718979,9.087208977769713,Sim,9.0,195.45837012789895
Jogo_351,Ação,Switch,7.97017468697532,1.0436752606461965,Sim,7.0,141.384202198852
Jogo_352,RPG,PC,7.078620455308462,7.991933922327762,Não,18.0,31.21499090920125
Jogo_353,RPG,Xbox,1.9750384901858171,8.654884604632636,Sim,13.0,71.10316238063427
Jogo_354,Puzzle,PC,3.751797870344764,9.46404530711668,Não,,182.32078025809227
Jogo_355,RPG,PC,7.749860470658021,7.542980695653001,Sim,5.0,134.23476526820676
Jogo_356,Esportes,Xbox,7.7293024555102505,8.153744986215152,Não,8.0,152.31172407707206
Jogo_357,Esportes,Switch,5.760127312511733,6.950488975790956,Sim,8.0,133.16157598843554
Jogo_358,Esportes,Xbox,5.7527257249322075,7.4131576960244985,Não,15.0,95.05118236448811
Jogo_359,Ação,PC,1.9640382768306544,7.745826389460723,Sim,9.0,157.57783150997403
Jogo_360,RPG,Mobile,8.217636690675636,4.127507250926257,Não,9.0,50.60194441551302
Jogo_361,Aventura,Xbox,4.0322413407125755,2.129516466605493,Sim,9.0,147.48152428981012
Jogo_362,RPG,Xbox,9.858430366142942,0.2973552366742853,Sim,10.0,197.10640113737406
Jogo_363,Ação,PC,3.5113670135546946,4.766456348755951,Sim,4.0,106.29598607157803
Jogo_364,RPG,PlayStation,1.2048510844256184,1.6615403649113334,Não,7.0,168.24618610061614
Jogo_365,Aventura,PlayStation,,2.1755456309448786,Sim,11.0,129.61757496170688
Jogo_366,Puzzle,Xbox,4.9107842781498725,9.376182256743638,Não,11.0,68.50163873237582
Jogo_367,Ação,PlayStation,8.850541852574018,7.267869763648989,Sim,17.0,191.3465527522556
Jogo_368,RPG,Xbox,,8.869463337061692,Sim,9.0,119.72622316808423
Jogo_369,RPG,PlayStation,7.398756457978014,4.345483341712475,Não,10.0,96.28651189992223
Jogo_370,RPG,Switch,5.750644532033473,5.349318073183459,Sim,11.0,94.43221776189486
Jogo_371,Puzzle,PC,4.383583230755484,1.808679638009793,Não,,197.48323390261794
Jogo_372,Aventura,Mobile,1.3756642295851642,1.614213711772823,Não,6.0,52.11430685150588
Jogo_373,Aventura,Xbox,6.440494113181307,2.920680263059717,Não,11.0,50.08784618055793
Jogo_374,Aventura,Xbox,7.50665214784321,5.971000294469091,Não,14.0,85.67174396270012
Jogo_375,RPG,PC,5.346281731634838,5.390863092810467,Sim,11.0,147.963340671764
Jogo_376,Ação,PlayStation,,6.6844950826682386,Sim,15.0,182.18176796510522
Jogo_377,Esportes,Xbox,4.425741585250534,4.665154418322686,Sim,5.0,42.516337916276186
Jogo_378,RPG,PlayStation,5.878299529163284,6.485137497176693,Não,13.0,147.58433306811443
Jogo_379,Esportes,PlayStation,3.326460982250834,7.756926111982288,Sim,,141.81415582757734
Jogo_380,RPG,Xbox,1.5660315097460944,8.591841446953145,Não,10.0,174.8672468317606
Jogo_381,Puzzle,Switch,1.4054552190096787,7.667436736581598,Sim,15.0,86.76633094732728
Jogo_382,Aventura,PlayStation,1.3724125596964996,8.956152063910533,Não,12.0,115.08456399253217
Jogo_383,Esportes,Mobile,5.857341955255224,8.537554454458467,Não,4.0,112.82176663140851
Jogo_384,Puzzle,Switch,4.119489256034025,4.881727433952268,Sim,6.0,160.42658609289924
Jogo_385,Puzzle,PC,5.597844879972175,8.754027188462457,Não,15.0,199.37681738807004
Jogo_386,Esportes,Xbox,1.5016466709854819,2.6201038323595935,Sim,8.0,33.11410928349177
Jogo_387,RPG,Switch,5.266596297390394,5.235921483145118,Não,6.0,91.00000362776338
Jogo_388,Esportes,Switch,5.439471571562855,6.356617045723316,Sim,3.0,188.22327662429132
Jogo_389,Esportes,PlayStation,7.2033096749045225,0.6974575910540003,Não,6.0,184.51906454519985
Jogo_390,Aventura,PlayStation,2.9162561766712662,2.7068625032829576,Não,9.0,133.6961058236144
Jogo_391,Esportes,Xbox,2.7818213728445222,9.098179520947227,Sim,5.0,62.76568545647876
Jogo_392,Aventura,PlayStation,,4.732364615653946,Sim,8.0,77.7101484939663
Jogo_393,Esportes,Switch,8.474309399177034,5.11742067689789,Não,9.0,43.580447155934664
Jogo_394,Esportes,Switch,7.9315514852512425,2.633949847143441,Sim,15.0,50.439122139395195
Jogo_395,RPG,PC,,3.378230999349004,Não,18.0,144.7643743709365
Jogo_396,Ação,Mobile,6.294865962542538,5.578679151198322,Sim,17.0,172.33214949647316
Jogo_397,RPG,Switch,5.287231214995694,4.3216122324817094,Sim,6.0,73.29893203700954
Jogo_398,Ação,PC,1.7409447416310038,4.487053966962327,Não,13.0,163.3973037270851
Jogo_399,Ação,PC,4.5126217907011315,7.9772168629090805,Sim,15.0,141.69876486073616
Jogo_400,Esportes,Xbox,9.916026462044258,5.106982434004535,Não,8.0,175.07753261229306
Jogo_401,Puzzle,Xbox,6.57384403604937,8.266214274504641,Não,15.0,44.887372968586654
Jogo_402,Ação,PlayStation,7.044584002408075,6.67344390051533,Não,4.0,165.40904589678334
Jogo_403,Aventura,Xbox,6.822974667396605,3.8945083346711273,Sim,,131.96622863429008
Jogo_404,Esportes,Xbox,6.263556845680192,3.5526182199894896,Sim,16.0,179.40608134542683
Jogo_405,Puzzle,Xbox,7.1555730879192225,2.9302476227565877,Sim,5.0,193.4933008326609
Jogo_406,Aventura,Xbox,3.631640746363815,8.573677743504584,Sim,4.0,166.50634308700984
Jogo_407,Ação,Xbox,8.233906413371628,8.927084904727877,Não,8.0,48.74856565891895
Jogo_408,Aventura,PlayStation,7.431731884924739,8.011551076643787,Sim,9.0,52.290985484884814
Jogo_409,RPG,Xbox,2.3586486689101154,2.813959163384824,Não,8.0,118.1789507874428
Jogo_410,Ação,Mobile,9.301912075520036,9.765340679896573,Sim,16.0,139.50445137971778
Jogo_411,Ação,PC,5.668837163360478,6.839553727443938,Não,4.0,68.7349636612918
Jogo_412,Esportes,PlayStation,9.994973262113323,1.1002467542868979,Não,16.0,43.8207316094988
Jogo_413,Esportes,Mobile,7.816436730961164,1.7029892094885335,Não,7.0,34.268772864333556
Jogo_414,Esportes,Switch,,3.7107471212163494,Sim,,103.57192038195353
Jogo_415,RPG,PlayStation,1.7716248054646773,7.665140217739568,Não,9.0,77.30503200566064
Jogo_416,RPG,Mobile,,8.390599327304274,Sim,8.0,173.0589519860266
Jogo_417,Esportes,Mobile,5.838055175366181,4.7029538381660325,Sim,15.0,176.58229422023828
Jogo_418,Esportes,Switch,1.0317020279255413,0.9600340641556507,Sim,6.0,116.079152830162
Jogo_419,Esportes,Mobile,1.9064657344544864,5.064842575906244,Não,5.0,145.41150440630477
Jogo_420,Puzzle,Mobile,8.289459195642294,2.9557224865930625,Não,10.0,125.39935550869475
Jogo_421,Puzzle,PlayStation,2.9790094156489286,2.6502323546086273,Não,,193.72999693428457
Jogo_422,RPG,Xbox,5.577391579018774,5.515840135183578,Sim,13.0,178.1340411003083
Jogo_423,Aventura,PlayStation,5.328018419412448,1.2928838688535995,Sim,4.0,159.94308463531294
Jogo_424,Aventura,PlayStation,7.266855515168546,2.1641456090846534,Não,,81.85677632789822
Jogo_425,RPG,PC,5.970249967357196,7.079403765563213,Não,3.0,103.8282667404005
Jogo_426,Puzzle,Mobile,6.253510419696819,5.600888840061238,Sim,7.0,160.44048831915978
Jogo_427,RPG,PC,9.171324314481176,5.808936710565105,Sim,12.0,34.31743405853126
Jogo_428,RPG,Xbox,5.266969181892041,2.778177054800341,Sim,6.0,187.02580594071028
Jogo_429,Puzzle,Switch,4.058172229980427,3.0728335418039063,Não,,100.35095037071216
Jogo_430,Esportes,Xbox,4.600921723600024,9.178697520618542,Sim,,47.280200809879986
Jogo_431,Esportes,Xbox,2.771254921088202,6.252708108002143,Não,8.0,158.89251814284242
Jogo_432,Esportes,Mobile,2.3018664608655,3.8457731655263094,Não,3.0,52.33748178536449
Jogo_433,Ação,PC,4.509287198624594,5.478599854041857,Não,17.0,114.11244295778062
Jogo_434,RPG,PlayStation,7.134855507233913,8.428913087627496,Não,15.0,110.07864117062789
Jogo_435,Aventura,Xbox,3.308500340309896,7.185288176938616,Não,6.0,118.82087358673368
Jogo_436,Puzzle,PC,,3.749466502182914,Sim,16.0,95.23417625351402
Jogo_437,Ação,Xbox,,4.140160146488826,Não,,99.152019362425
Jogo_438,Ação,Switch,5.062401355883157,3.085552458136551,Não,16.0,155.2703064455775
Jogo_439,Puzzle,PlayStation,3.187684968073445,9.12125585666299,Sim,,62.90971544198423
Jogo_440,Aventura,Switch,4.6659533435420055,8.744623866658666,Não,9.0,157.05454562560666
Jogo_441,Aventura,Mobile,2.9516764728881366,3.5123506207324766,Sim,,75.57382722390281
Jogo_442,Puzzle,PC,8.212970788925247,4.000140002795843,Sim,6.0,155.74176264401382
Jogo_443,Esportes,Xbox,2.864141609494024,1.6958904278296256,Não,17.0,89.84687652856556
Jogo_444,Puzzle,Switch,1.4745168329125848,0.6783039844838231,Sim,8.0,80.0825545814891
Jogo_445,Esportes,Switch,4.638124349870316,8.525242481753164,Não,13.0,53.965966643845704
Jogo_446,Esportes,PC,4.4531964868005645,1.6551872579416647,Sim,,120.97739754648538
Jogo_447,Esportes,Switch,8.943957483822397,7.664910843456861,Não,15.0,118.13659970165637
Jogo_448,Puzzle,PC,4.435058646134528,3.262756157615337,Sim,18.0,154.6226418117009
Jogo_449,Puzzle,Mobile,9.687329926893412,9.019774833333107,Não,3.0,170.99885081373947
Jogo_450,Ação,Xbox,6.701314701539,4.157650809069309,Sim,18.0,54.75032925872283
Jogo_451,RPG,PlayStation,7.48138897774485,7.6333205038339464,Sim,5.0,157.49554409124866
Jogo_452,RPG,PC,7.941398392772346,7.256015159363361,Sim,15.0,65.50034861685222
Jogo_453,Aventura,Mobile,4.549571394640935,4.139398856454546,Sim,3.0,101.26412156066246
Jogo_454,Esportes,PlayStation,6.772082145570411,4.349435919244597,Não,11.0,114.66844778270425
Jogo_455,Esportes,PC,5.474805825948179,0.9019613013858702,Não,6.0,185.68233400069872
Jogo_456,RPG,Xbox,1.4443531210239757,0.17966943291349802,Não,17.0,190.46734658365557
Jogo_457,Ação,Switch,,0.31270564633846004,Sim,12.0,118.0408225363922
Jogo_458,Puzzle,PlayStation,8.712154216379908,3.7124851411863733,Não,12.0,147.5537882788555
Jogo_459,Aventura,PlayStation,6.596081558498238,4.907752291665164,Não,,132.90427507248666
Jogo_460,Esportes,Mobile,9.935124867014618,3.0652818589880457,Sim,8.0,41.33446264336492
Jogo_461,Esportes,PC,7.165729157813564,2.4382483488317925,Não,5.0,147.94440891675876
Jogo_462,Ação,Mobile,7.301113229953238,2.53711446043915,Não,10.0,163.52775325230866
Jogo_463,Esportes,Switch,7.713877767764269,9.084784776412082,Sim,18.0,111.2950240805011
Jogo_464,Puzzle,PC,4.709378780683146,0.19627795302159617,Sim,11.0,173.26179716265315
Jogo_465,Esportes,Xbox,1.5781025593198903,7.279137794800126,Sim,14.0,174.0192591893836
Jogo_466,Aventura,PC,1.878827172009561,0.733318740172299,Não,10.0,85.69920689595935
Jogo_467,Aventura,Mobile,2.8279324992327086,1.6377472222760123,Sim,16.0,68.68045624293622
Jogo_468,Ação,PC,2.204484390254179,4.624871849974164,Não,14.0,95.98107757709255
Jogo_469,Ação,Xbox,7.183535423028183,7.294234688454416,Não,10.0,49.348948266181594
Jogo_470,Esportes,PC,9.289694235293407,2.8907850691017924,Sim,,121.55202583445245
Jogo_471,Aventura,Switch,,8.291449453766818,Sim,12.0,94.17694386732467
Jogo_472,RPG,Xbox,7.340367703217984,3.6360327307953875,Não,5.0,101.67633261249395
Jogo_473,Ação,Switch,3.1047271046164955,6.350491359746716,Sim,3.0,29.979005356957387
Jogo_474,Ação,PC,4.800339409598461,0.6106562253976917,Sim,10.0,119.0554818837897
Jogo_475,Esportes,PC,2.244842191325157,4.763232442266178,Não,6.0,158.6390850298044
Jogo_476,RPG,Xbox,1.5954086854729785,4.616226585059586,Não,12.0,169.20165112624758
Jogo_477,Aventura,PlayStation,6.198902822227341,7.340483575397535,Sim,,113.47318194433066
Jogo_478,Esportes,PlayStation,,4.973669743069169,Não,6.0,62.0506810770766
Jogo_479,Esportes,Switch,1.0089321873674288,2.0080731465279245,Sim,13.0,138.34421712060447
Jogo_480,Puzzle,Xbox,2.343492281514079,8.976986552948325,Sim,4.0,114.46043743349605
Jogo_481,Aventura,PlayStation,8.29814393922522,5.084456310919881,Não,11.0,151.0459720729284
Jogo_482,Puzzle,Mobile,5.55273946128597,2.5539073014179734,Não,18.0,86.8091276785498
Jogo_483,Aventura,Switch,1.0551206309278294,9.688227031743038,Não,13.0,57.334441880443705
Jogo_484,Ação,Xbox,5.235600597776374,6.4824510697819875,Sim,6.0,190.54885727968892
Jogo_485,Ação,Mobile,2.0295509755962717,8.142333896023468,Não,6.0,193.3050891619607
Jogo_486,Aventura,Mobile,1.9988117600488065,2.127763582847977,Não,,195.33477431297936
Jogo_487,RPG,Xbox,4.862219471930488,2.811904135662576,Sim,8.0,190.33866501805386
Jogo_488,Aventura,PlayStation,3.0210058871078456,8.947659999798455,Não,12.0,71.45087756303477
Jogo_489,Puzzle,Mobile,8.088317699708632,1.0048089204019721,Não,11.0,190.0768449796833
Jogo_490,Ação,Switch,7.390563592433134,0.7872142032113647,Sim,6.0,159.10104170885265
Jogo_491,RPG,PlayStation,7.673409439241364,7.472024053078871,Sim,18.0,103.66111479641512
Jogo_492,Puzzle,Xbox,6.265140366621523,6.963367383204337,Sim,7.0,182.11912695230617
Jogo_493,Esportes,Switch,3.6241969964601215,4.424450835783822,Não,8.0,82.98279789008596
Jogo_494,Aventura,PC,6.133911953459484,9.788022227081541,Não,,47.397621210663274
Jogo_495,Ação,PlayStation,4.60929722196421,3.2808388634346426,Não,3.0,105.09117454050386
Jogo_496,Ação,PC,1.7331909918410024,0.7225476494702296,Não,17.0,105.0544771870021
Jogo_497,Aventura,Switch,4.9384996848551115,7.266933005211792,Sim,4.0,132.72715834591585
Jogo_498,RPG,PlayStation,2.6090289646724827,9.904870990553151,Não,,126.91020536453345
Jogo_499,Ação,Switch,5.221398675990382,8.840563173387741,Sim,8.0,36.08440927275444
Jogo_500,Esportes,Xbox,4.580416719607564,6.940394890663195,Não,18.0,43.21103261809401
Jogo_501,Ação,Xbox,8.227969940621172,5.766800038238293,Sim,17.0,76.28801720753684
Jogo_502,RPG,Switch,8.273698408109228,5.8941411674244835,Sim,10.0,100.93594673825245
Jogo_503,RPG,Mobile,5.560527085965114,8.807209195905129,Não,16.0,144.34478659418403
Jogo_504,Puzzle,PC,4.045668081246861,4.417489883107085,Não,18.0,160.04381789061156
Jogo_505,Ação,Xbox,8.828272627403688,9.472132912433619,Não,12.0,41.27508556321633
Jogo_506,Puzzle,PlayStation,5.290232392990919,1.8302399217521494,Não,8.0,42.1885618887136
Jogo_507,Esportes,Switch,2.836107024338409,4.575315333652973,Não,13.0,156.65664075266673
Jogo_508,Ação,PC,2.67860281899358,2.0894665429633257,Não,8.0,188.99673822230457
Jogo_509,RPG,PC,8.137807388112616,2.4578681318696773,Sim,17.0,195.08202934345704
Jogo_510,Ação,PC,,7.150789417591512,Sim,14.0,79.39637206303215
Jogo_511,Aventura,Switch,,7.228063659308602,Não,3.0,42.519680180416835
Jogo_512,Esportes,Mobile,2.9285176524115486,6.059723940698718,Sim,7.0,70.30863952321286
Jogo_513,RPG,Xbox,9.449484960194045,7.886001592863771,Não,16.0,140.1202239920066
Jogo_514,Puzzle,Xbox,5.825508348120024,4.314014858764607,Sim,13.0,100.14375653581752
Jogo_515,Ação,Xbox,9.978397573021619,8.539154317219616,Não,10.0,74.60860261593255
Jogo_516,Ação,PC,,6.778181113537213,Sim,3.0,149.2520215960099
Jogo_517,Aventura,PC,7.0804751399530375,6.896128408633487,Sim,10.0,196.53195728420158
Jogo_518,Puzzle,PlayStation,7.538655356319038,1.3637008879633308,Sim,11.0,169.58522289300421
Jogo_519,RPG,Switch,2.0183628497895643,5.660382902902298,Sim,16.0,130.398441614217
Jogo_520,Ação,Mobile,5.163598348464001,6.772389128644085,Não,5.0,133.496378566829
Jogo_521,Aventura,PlayStation,2.9711114308054194,8.89130373955215,Sim,6.0,142.72787759959186
Jogo_522,Aventura,Xbox,,8.512584016045135,Não,12.0,150.3846124503997
Jogo_523,Aventura,Xbox,3.015086510280063,9.184161772865682,Sim,4.0,34.522590327323485
Jogo_524,Puzzle,Mobile,6.603287805595167,4.934402306753277,Sim,14.0,180.54242662159305
Jogo_525,RPG,Mobile,5.379153755849762,6.768278368184723,Não,17.0,81.23385673071832
Jogo_526,Ação,PC,9.026081940274642,5.0662828292779585,Não,12.0,189.00451449664317
Jogo_527,Puzzle,Switch,5.783637013780801,9.759536545609903,Não,5.0,32.216538298800806
Jogo_528,RPG,PC,9.407758049049816,2.8294468209020787,Não,8.0,127.92700087076955
Jogo_529,RPG,PlayStation,5.027832246900321,8.36626846582271,Não,15.0,132.1737704295474
Jogo_530,Ação,Switch,7.856779156764676,0.49374195240147434,Sim,12.0,191.63301104454862
Jogo_531,Esportes,PC,6.189966478524528,5.968449772163894,Não,9.0,42.98002555157396
Jogo_532,Aventura,PC,5.071003547114753,1.308992535618505,Sim,15.0,92.46028043842598
Jogo_533,Aventura,Switch,7.236375989544648,1.9352456420304631,Sim,13.0,121.06008117206576
Jogo_534,RPG,Mobile,3.5853276437734376,6.18376535062552,Sim,4.0,64.62288735294626
Jogo_535,Esportes,Xbox,4.118211351153656,6.732322735541526,Sim,14.0,116.5820247731435
Jogo_536,Aventura,PC,7.442563977976349,1.035780635103706,Sim,9.0,169.3606702110081
Jogo_537,Puzzle,Xbox,2.2551360450396443,5.809879846561704,Sim,8.0,152.7486612548883
Jogo_538,Puzzle,Switch,8.271826203908446,8.841237081875954,Sim,18.0,125.24339570384268
Jogo_539,Esportes,Switch,2.5760586955836593,7.346845629836743,Não,10.0,129.56368892770928
Jogo_540,Ação,Mobile,4.3396011141476105,4.764088646303331,Não,6.0,66.18191782202432
Jogo_541,Aventura,Switch,2.98936246707793,3.310274780167229,Sim,10.0,108.93757702145632
Jogo_542,RPG,Xbox,,4.556083873238998,Não,9.0,44.59756894823129
Jogo_543,Aventura,Mobile,,4.044428135618929,Sim,8.0,90.13611643278334
Jogo_544,Puzzle,PC,6.887348704103583,5.577117551101805,Sim,18.0,81.15241128004357
Jogo_545,Aventura,Switch,4.53717072527675,9.532810055917691,Não,18.0,135.87313142026218
Jogo_546,Aventura,PC,8.035200637972535,7.283562413122534,Não,14.0,55.198672908066754
Jogo_547,Ação,Xbox,2.564131751791818,3.171448991714927,Sim,7.0,54.644572240202095
Jogo_548,Ação,PlayStation,3.688294387623691,3.5249652803600906,Sim,13.0,90.83579356943059
Jogo_549,Ação,Mobile,3.074399765934098,9.866737349676304,Sim,15.0,45.73799486426673
Jogo_550,RPG,PlayStation,9.071998239935182,8.828594355292179,Sim,12.0,71.20529538913058
Jogo_551,RPG,Switch,2.5007352592984273,2.622375246334985,Sim,10.0,113.97034489024335
Jogo_552,Aventura,PC,5.310564592495143,9.094946293596825,Sim,8.0,49.86124157628157
Jogo_553,Puzzle,PlayStation,3.2492245343573662,1.452536001072666,Sim,9.0,134.68546040446125
Jogo_554,RPG,Xbox,1.9423004193591646,6.759000843914795,Não,14.0,73.56856567541512
Jogo_555,Ação,Switch,4.237964536079403,1.5913419998489982,Não,4.0,100.80217397830006
Jogo_556,RPG,Mobile,8.044865968765631,0.6571316545578625,Sim,14.0,96.79018187335728
Jogo_557,Aventura,Switch,2.7301437179591863,4.750708900995799,Não,,155.35205789502376
Jogo_558,Esportes,PlayStation,7.477067114573894,5.141517777743118,Não,16.0,69.97846832999343
Jogo_559,Puzzle,PC,9.974136011108484,0.3748935425532547,Sim,14.0,88.31915267276426
Jogo_560,RPG,PC,5.098293535778139,0.21071776069482556,Não,,187.1703849970678
Jogo_561,Esportes,Xbox,7.793656378476172,2.4118221908482633,Sim,18.0,108.47702409920149
Jogo_562,Puzzle,PlayStation,9.032299010020639,4.307902182463979,Não,13.0,111.83096233744854
Jogo_563,Aventura,Xbox,4.6598955114094665,4.988559643382505,Sim,15.0,36.44874044528571
Jogo_564,RPG,Switch,8.647540090198962,2.316910571231461,Sim,6.0,88.97142783298526
Jogo_565,Esportes,PlayStation,7.550709091176121,6.74900012257561,Sim,13.0,95.89138686325742
Jogo_566,Ação,PC,2.059888472342112,9.464976394792174,Sim,,175.11428760743564
Jogo_567,Puzzle,Mobile,2.6574357145596124,8.345975791967856,Sim,14.0,190.02816552429312
Jogo_568,Ação,PC,9.10925666946075,1.7185107536927762,Não,9.0,161.18989689987717
Jogo_569,Esportes,Switch,9.335141644381782,1.2451678062267566,Não,5.0,158.36777618041268
Jogo_570,Esportes,Mobile,4.264571091092646,7.513658962744198,Sim,5.0,30.898172711880186
Jogo_571,Ação,Mobile,9.936623410722914,0.3232309862151361,Sim,,136.05455391263698
Jogo_572,Ação,Mobile,2.9263233157735344,8.216762729753212,Não,10.0,121.89333056707437
Jogo_573,RPG,Xbox,6.993645086902196,3.679827536425234,Sim,7.0,51.47246780470514
Jogo_574,RPG,Mobile,9.330879535244975,9.295469409801948,Sim,8.0,66.27856789340518
Jogo_575,RPG,PC,5.701760483710682,1.765628119536905,Não,4.0,72.84956010885794
Jogo_576,Ação,PC,2.1677603771147917,6.771624886617136,Não,17.0,105.36931378650866
Jogo_577,Esportes,Switch,,7.576996740988892,Sim,4.0,64.91109540184596
Jogo_578,Aventura,Switch,9.903926884397332,3.1615059047155394,Não,9.0,165.8648153868571
Jogo_579,Esportes,Switch,2.538565489140076,9.357411247576282,Sim,17.0,61.40759289372156
Jogo_580,Ação,Mobile,6.993294330056387,0.8137053248095418,Não,15.0,49.11583996792328
Jogo_581,Ação,PC,3.918734852363098,0.9702951302123557,Não,,196.11259078432488
Jogo_582,Aventura,Mobile,2.7382498093044814,1.2336444680921657,Não,16.0,150.81914826328992
Jogo_583,Aventura,PlayStation,5.240583726359949,4.823649765367753,Sim,,113.54431205680899
Jogo_584,Puzzle,PlayStation,,7.551884375277688,Sim,6.0,47.34696388118291
